Noun           :   0    1    2    3    4    5    6    7    8    9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63
bowtie         :   0    0    3    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1
surfer         :   0    0   24    2    0    1    1    1    0    0    1   42    9    0    4    3    1   12    3    2    2    0    0    1    0    0    2    1    0   11    1    2    1    0   11  231   32    7    3    1    3   17    1    0    5    0    0    0    5    9    1    2    2    0   34   12    3    3   16    1    1    2    0   28
operating      :   0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0   32    0    0    0    0    0    0    0    0    0
trunk          :   0    0    6    1    0    3    0    4    0    0    1   18    1    0    3    0    0    2    0    0    1    0    0    0    0    0    1    1    0    0    1    0    0    0    1   40    0   11    0    0    4    7    0    1    5    0    0    0    1    0    0    0    3    0    6    4    4    2    4    0    1    0    1    4
arena          :   0    1    1    0    1    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    3    0    0    0    0    0    0    0    2    2    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1
vegetarian     :   0    0    0    0    0    0    0    0    0    0    0    0    5    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    1    0    0    0   10   30    0    0    0    0    1    2    0    2    0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    4
experience     :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    1    0    0    1    3    0    0    2    1    0    0    0    3
miniature      :   0    0    0    0    0    0    0    0    0    0    0    1    3    0    1    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1    0    0    1    1
amount         :   0    0    0    0    0    0    0    0    0    0    0    6    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    2    0    1    0    2    0    1    2    2    0    0    0    0    1    0    0    1    0    6    3    0    2    1    5    0    0    0    7
advertising    :   0    0    0    0    1    0    0    0    0    0    0   22    0    3    1    1    2    1    1    1    2    0    1    0    0    0    1    1    0    0    0    0    0    0    1    1    1    0    0    0    2    1    1    1    0    0    0    0    0    0    1    0    0    3    4    0    0    1    0    0    1    0    0    1
action         :   0    0    0    0    0    0    0    0    0    0    0    1    1    1    0    0    0    0    0    0    1    1    1    0    1    0    2    7    0    0    1    0    0    0    0    2    1    1    1    0    0    2    1    0    5    0    1    0    1    0    0    1    0    0   32    0    1    0    0    0    0    0    1    4
technique      :   0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0   15    0    0    0    0    0    0    0    0    0
family         :   0    4    0    0    0    0    0    0    0    0    1    4  108    1    2    0    0    0    0    1    0    0    1    0    0    0    1    4    0    0    0    0    3    0    3    5   20    0    4    0    0    3    9    3   18    0    8    1    0    0    0    3    1    1    6    2    4    6    1    3    0    0   10   12
transit        :   0    0    0    0    0    0    0    0    0    0    1    2    3    0    0    3    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    2    6    1    0    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    5    0    3    0    0    0    0    0    0    0
africa         :   0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    1   13    0    0    0    0    0    3    0    0    0    1    0    0    0    0    1    0    0    1    0    0    0    0    2    1    0    2    4
capital        :   0    0    0    0    0    0    0    0    0    0    0    1    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    1    0    0    0    0    1    0    0    0    0    0    0    0    4    0    1    0    0    0    0    0    0    1
eye            :   0    0   31    1    1    2    2    1    1    1    0    7    2    0    1    0    1    2    1    1    2    0    0    3    0    0    3    0    0    0    2    0    0    0    1   16    4    4    2    1    0    4    1    0    3    0    1    0    0    3    2    0    1    0    7    5    3    1    0    1    5    0    0    7
destination    :   0    0    0    0    0    0    0    0    0    0    0   18    6    0    0    0    0    1    0    0    1    0    0    0    0    0    1    0    0    0    0    0    0    1    1    7    0    1    0    0    0    5    0    0    3    0    0    0    0    0    0    1    0    0    3    0    1    1    0    1    0    0    0    4
poodle         :   0    0    0    0    0    0    0    0    0    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    7    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
raft           :   0    2    5    0    0    0    0    0    0    0    0    1    0    0    2    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    3    1    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    1    0    0    0    0    0    1
chicken        :   1    0    1    0    0    3    0    1    0    0    0    2    4    0    2    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    3   14    7    3    1    2    2    2    0    0    1    1    0    0    0    0    0    0    0    0    4    0    3    1    1    0    2    1    1    5
injury         :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    1    0    2    0    0    0    1    0    0    0    0    0    1    1    0    0    0    0    0    0    0    3
flat           :   0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0   20    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
diamond        :   0    0    3    3    0    0    0    0    0    0    0    1    1    0    1    0    0    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    1    4    2    2    0    1    0    0    0    0    1    0    0    0    0    0    0    1    0    0    0    3    0    0    0    0    0    0    0    0    1
door           :   5    0  140    7    0    8    1    3    1    0    1   46    6   15   46   19    4   17    1   20    0    0    1    2    0    3    0    0    0    0    7    0    7    6   38  356    4   59    3    1    8   28    0    7    7    2    0    0    0    2    5    2    9    1   80    8    9    0    9    0   10    2    3   37
caboose        :   0    0    1    0    0    0    0    0    0    0    0    0    2    0    0    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    1    1    5    0    0    0    1    0    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
signpost       :   1    0    6    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    4    0    0    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    2    0    0    0    0    0    0    0    0    1
company        :   0    0    0    0    0    0    0    0    0    0   65   51    3    3    2    4    0    3    0    2    0    0    0    0    0    0    0    1    0    0    0    0    0    0    1    5    3    1    4    0    1    5    2    0    1    0    1    0    0    0    1    0    2    0  409   31    2    3    1    3    0    0    0   11
faucet         :   2    0   10    0    0    0    0    1    0    0    0    1    3    0    3    0    0    4    0    0    0    0    0    0    0    0    0    0    0    0    1    0    0    0    3   37    0    5    0    0    1    4    0    0    1    0    0    0    0    0    0    1    0    0    3    1    3    0    2    0    1    0    0    3
flag           :   2    0   55    0    0    2    1    1    0    0    1   18    0   22   51   10    1   23    0   13    0    0    0    2    0    0    0    0    0    0    1    1    1    0   11   27    2    3    2    1   12    8    0    0    1    0    0    0    2    6    0    5    4    1  237   27    5    0    2    1    2    0    0   20
stick          :   0    0    0    0    1    0    0    0    0    0    0    9    0    0    3    1    1    1    1    1    0    0    0    0    0    0    1    0    0    0    3    0    3    0    0    3    1    3    1    0    1    0    0    0    0    0    0    0    3    1    0    0    0    1    4    1    1    0    0    0    3    0    0    2
